economy,period,lsci_value
Jordan,2015Q04,66.71571
Kenya,2015Q04,60.01701
Kiribati,2015Q04,12.99114
Kuwait,2015Q04,34.56608
Latvia,2015Q04,27.72672
Lebanon,2015Q04,97.66632
Liberia,2015Q04,25.27238
Libya,2015Q04,59.30732
Lithuania,2015Q04,40.91965
Madagascar,2015Q04,38.31122
Malaysia,2015Q04,477.95766
Maldives,2015Q04,19.35417
Malta,2015Q04,145.06017
Marshall Islands,2015Q04,18.64621
Martinique,2015Q04,28.48223
Mauritania,2015Q04,26.64491
Mauritius,2015Q04,72.95091
Mayotte,2015Q04,33.08428
Mexico,2015Q04,175.70707
Micronesia (Federated States of),2015Q04,7.64969
Montenegro,2015Q04,10.57407
Montserrat,2015Q04,10.87011
Morocco,2015Q04,202.28278
Mozambique,2015Q04,44.19076
Myanmar,2015Q04,51.71869
Namibia,2015Q04,48.8473
Nauru,2015Q04,6.85534
Netherlands (Kingdom of the),2015Q04,391.93622
Netherlands Antilles,2015Q04,
New Caledonia,2015Q04,44.93231
New Zealand,2015Q04,90.83328
Nicaragua,2015Q04,24.49991
Nigeria,2015Q04,105.1495
Norfolk Island,2015Q04,3.88208
Northern Mariana Islands,2015Q04,10.23071
Norway,2015Q04,60.99425
Oman,2015Q04,134.63656
Pakistan,2015Q04,126.20649
Panama,2015Q04,209.4086
Papua New Guinea,2015Q04,45.45462
Paraguay,2015Q04,4.45241
Peru,2015Q04,113.75811
Philippines,2015Q04,153.73601
Poland,2015Q04,98.71017
Portugal,2015Q04,156.57495
Puerto Rico,2015Q04,36.49452
Qatar,2015Q04,45.06623
Republic of Korea,2015Q04,529.38771
Republic of Moldova,2015Q04,3.64656
Reunion,2015Q04,46.57496
Romania,2015Q04,68.37533
Russian Federation,2015Q04,233.91816
Saint Kitts and Nevis,2015Q04,20.15273
Saint Lucia,2015Q04,30.57881
Saint Vincent and the Grenadines,2015Q04,31.85596
Samoa,2015Q04,23.38822
Sao Tome and Principe,2015Q04,13.2693
Saudi Arabia,2015Q04,187.34092
Senegal,2015Q04,61.15295
Serbia and Montenegro,2015Q04,
Seychelles,2015Q04,28.48482
Sierra Leone,2015Q04,26.95687
Singapore,2015Q04,559.17076
Sint Maarten (Dutch part),2015Q04,37.56501
Slovenia,2015Q04,75.13726
Solomon Islands,2015Q04,34.10049
Somalia,2015Q04,23.2877
South Africa,2015Q04,130.56493
Spain,2015Q04,395.97657
Sri Lanka,2015Q04,195.83053
Sudan,2015Q04,40.05334
Sudan (...2011),2015Q04,
Suriname,2015Q04,41.92814
Sweden,2015Q04,122.49326
Syrian Arab Republic,2015Q04,36.4181
Thailand,2015Q04,213.16252
Timor-Leste,2015Q04,11.36929
Togo,2015Q04,74.64517
Tonga,2015Q04,19.61067
Trinidad and Tobago,2015Q04,73.85252
Tunisia,2015Q04,45.3731
Turkiye,2015Q04,217.0265
Tuvalu,2015Q04,8.7887
Ukraine,2015Q04,68.73842
United Arab Emirates,2015Q04,304.2316
United Kingdom,2015Q04,404.76068
United Republic of Tanzania,2015Q04,55.75113
United States,2015Q04,486.324
United States Virgin Islands,2015Q04,23.14654
Uruguay,2015Q04,75.73201
Vanuatu,2015Q04,23.4363
Venezuela (Bolivarian Rep. of),2015Q04,66.23351
Viet Nam,2015Q04,266.5961
Wallis and Futuna Islands,2015Q04,8.1761
Yemen,2015Q04,33.84351
Albania,2016Q01,17.08794
Algeria,2016Q01,77.15619
American Samoa,2016Q01,25.39653
Angola,2016Q01,82.42208
Anguilla,2016Q01,15.92312
Antigua and Barbuda,2016Q01,20.10663
Argentina,2016Q01,101.04024
Aruba,2016Q01,32.40544
Australia,2016Q01,157.4291
Bahamas,2016Q01,74.58799
Bahrain,2016Q01,50.05679
Bangladesh,2016Q01,56.83373
Barbados,2016Q01,35.27948
Belgium,2016Q01,398.68299
Belize,2016Q01,27.41704
Benin,2016Q01,62.4234
Bermuda,2016Q01,7.77447
"Bonaire, Sint Eustatius and Saba",2016Q01,19.98535
Brazil,2016Q01,128.55524
British Virgin Islands,2016Q01,11.73392
Brunei Darussalam,2016Q01,24.27797
Bulgaria,2016Q01,22.9788
Cabo Verde,2016Q01,14.00432
Cambodia,2016Q01,34.45866
Cameroon,2016Q01,56.819
Canada,2016Q01,152.27199
Cayman Islands,2016Q01,6.66556
Chile,2016Q01,93.81418
China,2016Q01,924.42599
"China, Hong Kong SAR",2016Q01,477.71967
"China, Taiwan Province of",2016Q01,349.73349
Colombia,2016Q01,196.66214
Comoros,2016Q01,20.39088
Congo,2016Q01,69.83731
Cook Islands,2016Q01,10.6911
Costa Rica,2016Q01,89.75919
Cote d'Ivoire,2016Q01,83.36717
Croatia,2016Q01,60.85857
Cuba,2016Q01,32.72733
Curacao,2016Q01,38.81662
Cyprus,2016Q01,57.04888
Dem. Rep. of the Congo,2016Q01,25.91198
Denmark,2016Q01,101.16125
Djibouti,2016Q01,84.76623
Dominica,2016Q01,24.56662
Dominican Republic,2016Q01,122.08905
Ecuador,2016Q01,103.00667
Egypt,2016Q01,250.63458
El Salvador,2016Q01,27.11086
Equatorial Guinea,2016Q01,21.5653
Eritrea,2016Q01,5.48618
Estonia,2016Q01,33.50752
Faroe Islands,2016Q01,13.75554
Fiji,2016Q01,39.87398
Finland,2016Q01,96.68737
France,2016Q01,298.9271
French Guiana,2016Q01,16.82326
French Polynesia,2016Q01,38.92883
Gabon,2016Q01,37.4164
Gambia,2016Q01,25.9208
Georgia,2016Q01,18.56571
Germany,2016Q01,405.58562
Ghana,2016Q01,88.56584
Gibraltar,2016Q01,7.00982
Greece,2016Q01,135.64186
Greenland,2016Q01,5.63272
Grenada,2016Q01,31.42883
Guadeloupe,2016Q01,41.30736
Guam,2016Q01,27.64354
Guatemala,2016Q01,92.52532
Guinea,2016Q01,39.86712
Guinea-Bissau,2016Q01,12.19446
Guyana,2016Q01,39.62081
Haiti,2016Q01,43.00372
Honduras,2016Q01,65.50115
Iceland,2016Q01,19.59921
India,2016Q01,249.8951
Indonesia,2016Q01,222.61323
Iran (Islamic Republic of),2016Q01,121.91551
Iraq,2016Q01,33.60276
Ireland,2016Q01,57.3493
Israel,2016Q01,112.84657
Italy,2016Q01,291.63479
Jamaica,2016Q01,95.70367
Japan,2016Q01,431.69738
Jordan,2016Q01,67.12322
Kenya,2016Q01,56.20835
Kiribati,2016Q01,16.15351
Kuwait,2016Q01,32.6396
Latvia,2016Q01,31.62158
Lebanon,2016Q01,101.55019
Liberia,2016Q01,23.45019
Libya,2016Q01,57.66334
Lithuania,2016Q01,45.25449
Madagascar,2016Q01,38.79964
Malaysia,2016Q01,477.55725
Maldives,2016Q01,19.35429
Malta,2016Q01,144.30621
Marshall Islands,2016Q01,21.13113
Martinique,2016Q01,24.02244
Mauritania,2016Q01,21.12861
Mauritius,2016Q01,76.61757
Mayotte,2016Q01,30.18604
Mexico,2016Q01,173.37565
Micronesia (Federated States of),2016Q01,7.64969
Montenegro,2016Q01,13.17227
Montserrat,2016Q01,10.87011
Morocco,2016Q01,201.70076
Mozambique,2016Q01,43.95858
Myanmar,2016Q01,50.95265
Namibia,2016Q01,59.60717
Nauru,2016Q01,6.85534
Netherlands (Kingdom of the),2016Q01,396.53622
Netherlands Antilles,2016Q01,
New Caledonia,2016Q01,46.087
New Zealand,2016Q01,89.8885
Nicaragua,2016Q01,24.71717
Nigeria,2016Q01,104.63451
Norfolk Island,2016Q01,3.88208
Northern Mariana Islands,2016Q01,13.02412
Norway,2016Q01,59.64088
Oman,2016Q01,148.51502
Pakistan,2016Q01,130.02003
Panama,2016Q01,204.27952
Papua New Guinea,2016Q01,45.44561
Paraguay,2016Q01,4.45241
Peru,2016Q01,108.12721
Philippines,2016Q01,159.96916
Poland,2016Q01,101.78473
Portugal,2016Q01,158.85314
Puerto Rico,2016Q01,42.50573
Qatar,2016Q01,45.41094
Republic of Korea,2016Q01,536.18474
Republic of Moldova,2016Q01,3.64656
Reunion,2016Q01,54.44646
Romania,2016Q01,65.78955
Russian Federation,2016Q01,229.87052
Saint Kitts and Nevis,2016Q01,21.50762
Saint Lucia,2016Q01,31.42883
Saint Vincent and the Grenadines,2016Q01,33.72726
Samoa,2016Q01,27.20107
Sao Tome and Principe,2016Q01,15.45584
Saudi Arabia,2016Q01,191.50356
Senegal,2016Q01,57.32152
Serbia and Montenegro,2016Q01,
Seychelles,2016Q01,29.86164
Sierra Leone,2016Q01,25.83541
Singapore,2016Q01,556.6957
Sint Maarten (Dutch part),2016Q01,38.65672
Slovenia,2016Q01,77.38575
Solomon Islands,2016Q01,36.0788
Somalia,2016Q01,22.97271
South Africa,2016Q01,134.74105
Spain,2016Q01,389.86433
Sri Lanka,2016Q01,197.33687
Sudan,2016Q01,43.446
Sudan (...2011),2016Q01,
Suriname,2016Q01,39.91695
Sweden,2016Q01,121.71078
Syrian Arab Republic,2016Q01,32.25754
Thailand,2016Q01,214.40694
Timor-Leste,2016Q01,11.36929
Togo,2016Q01,83.46327
Tonga,2016Q01,23.89451
Trinidad and Tobago,2016Q01,77.97061
Tunisia,2016Q01,50.74853
Turkiye,2016Q01,216.95407
Tuvalu,2016Q01,8.7887
Ukraine,2016Q01,63.69445
United Arab Emirates,2016Q01,309.05535
United Kingdom,2016Q01,408.21698
United Republic of Tanzania,2016Q01,52.33959
United States,2016Q01,486.6204
United States Virgin Islands,2016Q01,23.14654
Uruguay,2016Q01,79.19405
Vanuatu,2016Q01,24.06873
Venezuela (Bolivarian Rep. of),2016Q01,61.99078
Viet Nam,2016Q01,270.79429
Wallis and Futuna Islands,2016Q01,8.1761
Yemen,2016Q01,33.86096
Albania,2016Q02,13.5814
Algeria,2016Q02,77.66562
American Samoa,2016Q02,22.90262
Angola,2016Q02,78.98123
Anguilla,2016Q02,18.3077
Antigua and Barbuda,2016Q02,14.54472
Argentina,2016Q02,107.07459
Aruba,2016Q02,33.58416
Australia,2016Q02,154.69995
Bahamas,2016Q02,75.53614
Bahrain,2016Q02,51.15774
Bangladesh,2016Q02,58.15036
Barbados,2016Q02,38.05143
Belgium,2016Q02,386.81321
Belize,2016Q02,28.09364
Benin,2016Q02,55.58666
Bermuda,2016Q02,7.77447
"Bonaire, Sint Eustatius and Saba",2016Q02,20.00365
Brazil,2016Q02,130.5994
British Virgin Islands,2016Q02,20.11459
Brunei Darussalam,2016Q02,28.45868
Bulgaria,2016Q02,27.33335
Cabo Verde,2016Q02,13.28957
Cambodia,2016Q02,37.0478
Cameroon,2016Q02,57.64228
Canada,2016Q02,158.14041
Cayman Islands,2016Q02,6.66556
Chile,2016Q02,93.8471
China,2016Q02,917.10089
"China, Hong Kong SAR",2016Q02,471.17736
"China, Taiwan Province of",2016Q02,344.6425
Colombia,2016Q02,201.62849
Comoros,2016Q02,20.18008
Congo,2016Q02,74.14944
Cook Islands,2016Q02,7.50489
Costa Rica,2016Q02,87.90771
Cote d'Ivoire,2016Q02,82.5075
Croatia,2016Q02,60.89171
Cuba,2016Q02,39.35008
Curacao,2016Q02,38.03451
Cyprus,2016Q02,55.60523
Dem. Rep. of the Congo,2016Q02,23.81332
Denmark,2016Q02,98.19643
Djibouti,2016Q02,85.82129
Dominica,2016Q02,22.53064
Dominican Republic,2016Q02,123.93311
Ecuador,2016Q02,106.28198
Egypt,2016Q02,247.44061
El Salvador,2016Q02,28.47272
Equatorial Guinea,2016Q02,20.76276
Eritrea,2016Q02,5.48618
Estonia,2016Q02,34.7808
Faroe Islands,2016Q02,13.75554
Fiji,2016Q02,38.52381
Finland,2016Q02,95.8682
France,2016Q02,288.65263
French Guiana,2016Q02,16.82326
French Polynesia,2016Q02,38.93569
Gabon,2016Q02,38.77986
Gambia,2016Q02,26.29118
Georgia,2016Q02,17.33307
Germany,2016Q02,397.64273
Ghana,2016Q02,75.72059
Gibraltar,2016Q02,12.58317
Greece,2016Q02,137.49391
Greenland,2016Q02,5.63272
Grenada,2016Q02,28.64449
Guadeloupe,2016Q02,45.2086
Guam,2016Q02,28.32433
Guatemala,2016Q02,95.76865
Guinea,2016Q02,38.26629
Guinea-Bissau,2016Q02,9.44165
Guyana,2016Q02,45.16106
Haiti,2016Q02,44.07555
Honduras,2016Q02,67.68505
Iceland,2016Q02,19.59921
India,2016Q02,268.50422
Indonesia,2016Q02,215.64479
Iran (Islamic Republic of),2016Q02,109.28396
Iraq,2016Q02,37.48863
Ireland,2016Q02,60.78832
Israel,2016Q02,110.5882
Italy,2016Q02,287.30587
Jamaica,2016Q02,97.86855
Japan,2016Q02,424.05539
Jordan,2016Q02,65.05815
Kenya,2016Q02,55.12348
Kiribati,2016Q02,17.96998
Kuwait,2016Q02,38.31169
Latvia,2016Q02,32.92679
Lebanon,2016Q02,99.35084
Liberia,2016Q02,18.08249
Libya,2016Q02,47.5781
Lithuania,2016Q02,47.70751
Madagascar,2016Q02,35.38805
Malaysia,2016Q02,483.97759
Maldives,2016Q02,18.20749
Malta,2016Q02,151.20733
Marshall Islands,2016Q02,21.13113
Martinique,2016Q02,32.00555
Mauritania,2016Q02,27.48381
Mauritius,2016Q02,70.46221
Mayotte,2016Q02,25.56606
Mexico,2016Q02,174.26893
Micronesia (Federated States of),2016Q02,7.64969
Montenegro,2016Q02,13.54541
Montserrat,2016Q02,13.9991
Morocco,2016Q02,204.88129
Mozambique,2016Q02,43.39021
Myanmar,2016Q02,53.14122
Namibia,2016Q02,51.80661
Nauru,2016Q02,5.04621
Netherlands (Kingdom of the),2016Q02,386.05843
Netherlands Antilles,2016Q02,
New Caledonia,2016Q02,46.09386
New Zealand,2016Q02,84.90598
Nicaragua,2016Q02,24.72415
Nigeria,2016Q02,96.14687
Norfolk Island,2016Q02,3.88208
Northern Mariana Islands,2016Q02,18.49533
Norway,2016Q02,59.63739
Oman,2016Q02,143.21357
Pakistan,2016Q02,126.17407
Palau,2016Q02,9.65493
Panama,2016Q02,200.39882
Papua New Guinea,2016Q02,45.44735
Paraguay,2016Q02,4.45241
Peru,2016Q02,107.04954
Philippines,2016Q02,166.55481
Poland,2016Q02,99.50365
Portugal,2016Q02,155.28744
Puerto Rico,2016Q02,47.03306
Qatar,2016Q02,37.16341
Republic of Korea,2016Q02,536.44908
Republic of Moldova,2016Q02,3.64656
Reunion,2016Q02,61.30625
Romania,2016Q02,64.91549
Russian Federation,2016Q02,210.22292
Saint Kitts and Nevis,2016Q02,23.16198
Saint Lucia,2016Q02,27.85807
Saint Vincent and the Grenadines,2016Q02,35.14993
Samoa,2016Q02,25.38459
Sao Tome and Principe,2016Q02,14.76631
Saudi Arabia,2016Q02,196.52171
Senegal,2016Q02,56.77409
Serbia and Montenegro,2016Q02,
Seychelles,2016Q02,26.80877
Sierra Leone,2016Q02,22.913
Singapore,2016Q02,549.63225
Sint Maarten (Dutch part),2016Q02,44.48135
Slovenia,2016Q02,72.03047
Solomon Islands,2016Q02,34.26967
Somalia,2016Q02,24.02933
South Africa,2016Q02,126.49678
Spain,2016Q02,394.1513
Sri Lanka,2016Q02,212.41132
Sudan,2016Q02,37.78555
Sudan (...2011),2016Q02,
Suriname,2016Q02,41.52991
Sweden,2016Q02,119.44276
Syrian Arab Republic,2016Q02,30.09017
Thailand,2016Q02,218.42214
Timor-Leste,2016Q02,11.66703
Togo,2016Q02,70.28407
Tonga,2016Q02,27.1498
Trinidad and Tobago,2016Q02,78.59631
Tunisia,2016Q02,41.5145
Turkiye,2016Q02,218.00115
Tuvalu,2016Q02,8.7887
Ukraine,2016Q02,63.51133
United Arab Emirates,2016Q02,301.09222
United Kingdom,2016Q02,412.09706
United Republic of Tanzania,2016Q02,52.61569
United States,2016Q02,485.24909
United States Virgin Islands,2016Q02,23.14654
Uruguay,2016Q02,85.83575
Vanuatu,2016Q02,24.06873
Venezuela (Bolivarian Rep. of),2016Q02,69.11337
Viet Nam,2016Q02,285.00725
Wallis and Futuna Islands,2016Q02,8.1761
Yemen,2016Q02,33.42081
Albania,2016Q03,17.53032
Algeria,2016Q03,76.19119
American Samoa,2016Q03,25.29878
Angola,2016Q03,77.66877
Anguilla,2016Q03,18.3077
Antigua and Barbuda,2016Q03,14.54472
Argentina,2016Q03,107.04672
Aruba,2016Q03,27.88715
Australia,2016Q03,156.6207
Bahamas,2016Q03,79.57978
Bahrain,2016Q03,47.12877
Bangladesh,2016Q03,62.05556
Barbados,2016Q03,40.67053
Belgium,2016Q03,391.48597
Belize,2016Q03,31.47997
Benin,2016Q03,57.89179
Bermuda,2016Q03,7.77447
"Bonaire, Sint Eustatius and Saba",2016Q03,11.59534
Brazil,2016Q03,127.96932
British Virgin Islands,2016Q03,20.11459
Brunei Darussalam,2016Q03,27.62406
Bulgaria,2016Q03,27.2493
Cabo Verde,2016Q03,15.16434
Cambodia,2016Q03,40.10558
Cameroon,2016Q03,60.39832
Canada,2016Q03,154.47768
Cayman Islands,2016Q03,6.66556
Chile,2016Q03,91.74446
China,2016Q03,914.3605
"China, Hong Kong SAR",2016Q03,477.11924
"China, Taiwan Province of",2016Q03,343.79302
Christmas Island,2016Q03,4.34381
Colombia,2016Q03,194.56534
Comoros,2016Q03,20.17543
Congo,2016Q03,72.2674
Cook Islands,2016Q03,7.7235700000000005
Costa Rica,2016Q03,93.81558
Cote d'Ivoire,2016Q03,80.28442
Croatia,2016Q03,57.10555
Cuba,2016Q03,37.59875
Curacao,2016Q03,36.13114
Cyprus,2016Q03,52.57627
Dem. Rep. of the Congo,2016Q03,24.39355
Denmark,2016Q03,98.60617
Djibouti,2016Q03,88.56605
Dominica,2016Q03,18.22248
Dominican Republic,2016Q03,128.49301
Ecuador,2016Q03,103.90873
Egypt,2016Q03,240.04412
El Salvador,2016Q03,28.47272
Equatorial Guinea,2016Q03,33.19315
Eritrea,2016Q03,5.48618
Estonia,2016Q03,36.94651
Faroe Islands,2016Q03,13.75554
Fiji,2016Q03,40.88268
Finland,2016Q03,94.9718
France,2016Q03,285.09589
French Guiana,2016Q03,16.78073
French Polynesia,2016Q03,37.79165
Gabon,2016Q03,40.3836
Gambia,2016Q03,26.29765
Georgia,2016Q03,18.00298
Germany,2016Q03,393.12018
Ghana,2016Q03,77.39776
Gibraltar,2016Q03,12.58317
Greece,2016Q03,135.20581
Greenland,2016Q03,5.51525
Grenada,2016Q03,22.97679
Guadeloupe,2016Q03,45.45059
Guam,2016Q03,28.32337
Guatemala,2016Q03,100.95076
Guinea,2016Q03,38.28235
Guinea-Bissau,2016Q03,13.35448
Guyana,2016Q03,42.89265
Haiti,2016Q03,48.93552
Honduras,2016Q03,73.45425
Iceland,2016Q03,17.87409
India,2016Q03,273.10889
Indonesia,2016Q03,221.89471
Iran (Islamic Republic of),2016Q03,108.20396
Iraq,2016Q03,37.3957
Ireland,2016Q03,59.79996
Israel,2016Q03,108.41346
Italy,2016Q03,290.71243
Jamaica,2016Q03,102.97762
Japan,2016Q03,413.44036
Jordan,2016Q03,71.43606
Kenya,2016Q03,57.69807
Kiribati,2016Q03,16.31213
Kuwait,2016Q03,36.84526
Latvia,2016Q03,30.95328
Lebanon,2016Q03,97.5805
Liberia,2016Q03,18.18018
Libya,2016Q03,46.20895
Lithuania,2016Q03,44.55436
Madagascar,2016Q03,35.56266
Malaysia,2016Q03,481.38809
Maldives,2016Q03,17.53302
Malta,2016Q03,155.55398
Marshall Islands,2016Q03,21.28976
Martinique,2016Q03,31.99472
Mauritania,2016Q03,27.47815
Mauritius,2016Q03,72.4572
Mayotte,2016Q03,25.60924
Mexico,2016Q03,169.7148
Micronesia (Federated States of),2016Q03,7.64969
Montenegro,2016Q03,13.56374
Montserrat,2016Q03,13.9991
Morocco,2016Q03,209.48627
Mozambique,2016Q03,44.21502
Myanmar,2016Q03,58.86528
Namibia,2016Q03,51.881
Nauru,2016Q03,4.5298
Netherlands (Kingdom of the),2016Q03,390.71726
Netherlands Antilles,2016Q03,
New Caledonia,2016Q03,45.27061
New Zealand,2016Q03,86.2789
Nicaragua,2016Q03,24.72415
Nigeria,2016Q03,96.72885
Norfolk Island,2016Q03,3.88208
Northern Mariana Islands,2016Q03,24.64558
Norway,2016Q03,59.80459
Oman,2016Q03,142.18797
Pakistan,2016Q03,123.15177
Palau,2016Q03,9.65396
Panama,2016Q03,195.2954
Papua New Guinea,2016Q03,46.19416
Paraguay,2016Q03,4.45241
Peru,2016Q03,110.35521
Philippines,2016Q03,167.08434
Poland,2016Q03,103.10014
Portugal,2016Q03,157.37666
Puerto Rico,2016Q03,47.76883
Qatar,2016Q03,44.56306
Republic of Korea,2016Q03,546.43369
Republic of Moldova,2016Q03,3.64656
Reunion,2016Q03,63.16789
Romania,2016Q03,74.50041
Russian Federation,2016Q03,203.71051
Saint Kitts and Nevis,2016Q03,23.16198
Saint Lucia,2016Q03,23.77908
Saint Vincent and the Grenadines,2016Q03,30.15968
Samoa,2016Q03,28.5547
Sao Tome and Principe,2016Q03,14.76257
Saudi Arabia,2016Q03,200.7597
Senegal,2016Q03,57.11101
Serbia and Montenegro,2016Q03,
Seychelles,2016Q03,20.39192
Sierra Leone,2016Q03,23.0107
Singapore,2016Q03,558.17633
Sint Maarten (Dutch part),2016Q03,44.48242
Slovenia,2016Q03,69.71765
Solomon Islands,2016Q03,30.61797
Somalia,2016Q03,25.38422
South Africa,2016Q03,126.69157
Spain,2016Q03,401.36032
Sri Lanka,2016Q03,220.00293
Sudan,2016Q03,38.74673
Sudan (...2011),2016Q03,
Suriname,2016Q03,39.2615
Sweden,2016Q03,117.51132
Syrian Arab Republic,2016Q03,32.88861
Thailand,2016Q03,218.08525
Timor-Leste,2016Q03,11.66703
Togo,2016Q03,79.27065
Tonga,2016Q03,28.5547
Trinidad and Tobago,2016Q03,64.6536
Tunisia,2016Q03,41.29623
Turkiye,2016Q03,220.75413
Tuvalu,2016Q03,8.7887
Ukraine,2016Q03,67.59775
United Arab Emirates,2016Q03,307.41993
United Kingdom,2016Q03,404.18099
United Republic of Tanzania,2016Q03,54.0029
United States,2016Q03,474.04023
United States Virgin Islands,2016Q03,23.40903
Uruguay,2016Q03,85.79308
Vanuatu,2016Q03,25.54544
Venezuela (Bolivarian Rep. of),2016Q03,66.67059
Viet Nam,2016Q03,288.35922
Wallis and Futuna Islands,2016Q03,8.1761
Yemen,2016Q03,36.23697
Albania,2016Q04,17.85701
Algeria,2016Q04,76.76075
American Samoa,2016Q04,25.32301
Angola,2016Q04,76.17869
Anguilla,2016Q04,18.26579
Antigua and Barbuda,2016Q04,14.54472
Argentina,2016Q04,104.20955
Aruba,2016Q04,24.75811
Australia,2016Q04,157.55972
Bahamas,2016Q04,80.5424
Bahrain,2016Q04,28.54562
Bangladesh,2016Q04,55.33727
Barbados,2016Q04,40.70475
Belgium,2016Q04,377.26347
Belize,2016Q04,28.52756
Benin,2016Q04,55.53396
Bermuda,2016Q04,7.77447
"Bonaire, Sint Eustatius and Saba",2016Q04,11.59534
Brazil,2016Q04,118.85241
British Virgin Islands,2016Q04,19.99446
Brunei Darussalam,2016Q04,23.508
Bulgaria,2016Q04,23.52143
Cabo Verde,2016Q04,13.21464
Cambodia,2016Q04,35.98136
Cameroon,2016Q04,60.5882
Canada,2016Q04,154.47499
Cayman Islands,2016Q04,6.66556
Chile,2016Q04,93.62913
China,2016Q04,900.15321
"China, Hong Kong SAR",2016Q04,465.98338
"China, Taiwan Province of",2016Q04,333.68448
Christmas Island,2016Q04,4.34381
Colombia,2016Q04,183.61871
Comoros,2016Q04,18.31698
Congo,2016Q04,73.50512
Cook Islands,2016Q04,7.7235700000000005
Costa Rica,2016Q04,90.12645
Cote d'Ivoire,2016Q04,79.57217
Croatia,2016Q04,63.51823
Cuba,2016Q04,39.99082
Curacao,2016Q04,32.6889
Cyprus,2016Q04,51.972
Dem. Rep. of the Congo,2016Q04,24.58144
Denmark,2016Q04,95.87141
Djibouti,2016Q04,85.19236
Dominica,2016Q04,18.18057
Dominican Republic,2016Q04,129.51265
Ecuador,2016Q04,100.44596
Egypt,2016Q04,230.20337
El Salvador,2016Q04,29.58448
Equatorial Guinea,2016Q04,32.51205
Eritrea,2016Q04,5.48618
Estonia,2016Q04,34.83733
Faroe Islands,2016Q04,13.75554
Fiji,2016Q04,40.90691
Finland,2016Q04,86.41036
France,2016Q04,280.07765
French Guiana,2016Q04,16.76838
French Polynesia,2016Q04,38.95576
Gabon,2016Q04,42.90054
Gambia,2016Q04,22.69559
Georgia,2016Q04,16.52515
Germany,2016Q04,387.49484
Ghana,2016Q04,77.65609
Gibraltar,2016Q04,7.0053
Greece,2016Q04,139.50961
Greenland,2016Q04,5.51525
Grenada,2016Q04,22.97962
Guadeloupe,2016Q04,45.47737
Guam,2016Q04,28.32337
Guatemala,2016Q04,97.46361
Guinea,2016Q04,38.24161
Guinea-Bissau,2016Q04,11.40478
Guyana,2016Q04,43.8379
Haiti,2016Q04,46.42085
Honduras,2016Q04,69.27208
Iceland,2016Q04,17.09212
India,2016Q04,259.36652
Indonesia,2016Q04,211.18955
Iran (Islamic Republic of),2016Q04,109.78355
Iraq,2016Q04,38.58561
Ireland,2016Q04,55.41764
Israel,2016Q04,114.0688
Italy,2016Q04,287.91338
Jamaica,2016Q04,106.74368
Japan,2016Q04,398.1181
Jordan,2016Q04,59.83733
Kenya,2016Q04,56.31075
Kiribati,2016Q04,16.31213
Kuwait,2016Q04,26.42922
Latvia,2016Q04,30.51412
Lebanon,2016Q04,97.68855
Liberia,2016Q04,20.56284
Libya,2016Q04,48.21635
Lithuania,2016Q04,36.52371
Madagascar,2016Q04,34.79268
Malaysia,2016Q04,469.79746
Maldives,2016Q04,18.21047
Malta,2016Q04,140.00416
Marshall Islands,2016Q04,21.28976
Martinique,2016Q04,31.99611
Mauritania,2016Q04,24.85259
Mauritius,2016Q04,72.41737
Mayotte,2016Q04,20.30002
Mexico,2016Q04,161.05002
Micronesia (Federated States of),2016Q04,7.64969
Montenegro,2016Q04,14.736930000000001
Montserrat,2016Q04,13.95719
Morocco,2016Q04,211.157
Mozambique,2016Q04,42.55604
Myanmar,2016Q04,47.9587
Namibia,2016Q04,52.59825
Nauru,2016Q04,4.5298
Netherlands (Kingdom of the),2016Q04,384.39556
Netherlands Antilles,2016Q04,
New Caledonia,2016Q04,46.45894
New Zealand,2016Q04,98.82324
Nicaragua,2016Q04,24.72316
Nigeria,2016Q04,95.01995
Norfolk Island,2016Q04,3.88208
Northern Mariana Islands,2016Q04,24.64558
Norway,2016Q04,56.0486
Oman,2016Q04,139.35495
Pakistan,2016Q04,118.61606
Palau,2016Q04,9.65396
Panama,2016Q04,187.43792
Papua New Guinea,2016Q04,46.20982
Paraguay,2016Q04,4.45241
Peru,2016Q04,115.69765
Philippines,2016Q04,172.22222
Poland,2016Q04,105.96451
Portugal,2016Q04,156.04866
Puerto Rico,2016Q04,45.39687
Qatar,2016Q04,31.98816
Republic of Korea,2016Q04,526.65095
Republic of Moldova,2016Q04,3.64656
Reunion,2016Q04,58.9894
Romania,2016Q04,63.59504
Russian Federation,2016Q04,206.05742
Saint Kitts and Nevis,2016Q04,23.12007
Saint Lucia,2016Q04,23.81928
Saint Vincent and the Grenadines,2016Q04,32.0945
Samoa,2016Q04,28.57893
Sao Tome and Principe,2016Q04,14.76257
Saudi Arabia,2016Q04,188.9687
Senegal,2016Q04,56.683
Serbia and Montenegro,2016Q04,
Seychelles,2016Q04,22.48433
Sierra Leone,2016Q04,24.03847
Singapore,2016Q04,531.91383
Sint Maarten (Dutch part),2016Q04,44.48273
Slovenia,2016Q04,75.1141
Solomon Islands,2016Q04,30.62089
Somalia,2016Q04,29.16735
South Africa,2016Q04,122.9239
Spain,2016Q04,387.5146
Sri Lanka,2016Q04,221.641
Sudan,2016Q04,31.32339
Sudan (...2011),2016Q04,
Suriname,2016Q04,40.20674
Sweden,2016Q04,119.98535
Syrian Arab Republic,2016Q04,33.38382
