economy,period,lsci_value
Canada,2023Q03,152.45687
Cayman Islands,2023Q03,8.45799
Chile,2023Q03,102.91397
China,2023Q03,1180.5946
"China, Hong Kong SAR",2023Q03,398.94261
"China, Taiwan Province of",2023Q03,345.18856
Christmas Island,2023Q03,5.24456
Colombia,2023Q03,181.89779
Comoros,2023Q03,14.30131
Congo,2023Q03,83.62309
Cook Islands,2023Q03,8.21375
Costa Rica,2023Q03,98.68206
Cote d'Ivoire,2023Q03,98.48251
Croatia,2023Q03,61.12226
Cuba,2023Q03,26.93044
Curacao,2023Q03,25.22082
Cyprus,2023Q03,53.37181
Dem. Rep. of the Congo,2023Q03,24.07954
Denmark,2023Q03,85.76648
Djibouti,2023Q03,79.99773
Dominica,2023Q03,24.09435
Dominican Republic,2023Q03,123.9515
Ecuador,2023Q03,113.70527
Egypt,2023Q03,254.77832
El Salvador,2023Q03,22.12306
Equatorial Guinea,2023Q03,33.9935
Eritrea,2023Q03,9.10091
Estonia,2023Q03,37.39698
Faroe Islands,2023Q03,19.84739
Fiji,2023Q03,41.25543
Finland,2023Q03,67.5039
France,2023Q03,264.37542
French Guiana,2023Q03,16.12896
French Polynesia,2023Q03,39.71301
Gabon,2023Q03,35.91984
Gambia,2023Q03,12.19065
Georgia,2023Q03,29.98866
Germany,2023Q03,317.80368
Ghana,2023Q03,104.70145
Greece,2023Q03,198.12078
Greenland,2023Q03,11.63967
Grenada,2023Q03,22.75091
Guadeloupe,2023Q03,39.6639
Guam,2023Q03,22.80789
Guatemala,2023Q03,105.96718
Guernsey,2023Q03,4.95561
Guinea,2023Q03,28.85736
Guinea-Bissau,2023Q03,17.483
Guyana,2023Q03,31.03111
Haiti,2023Q03,31.41914
Honduras,2023Q03,62.54688
Iceland,2023Q03,26.93646
India,2023Q03,339.12133
Indonesia,2023Q03,224.96798
Iran (Islamic Republic of),2023Q03,60.72397
Iraq,2023Q03,76.57766
Ireland,2023Q03,56.99965
Israel,2023Q03,150.93155
Italy,2023Q03,291.38261
Jamaica,2023Q03,120.73766
Japan,2023Q03,414.5783
Jersey,2023Q03,4.95561
Jordan,2023Q03,71.49503
Kenya,2023Q03,59.85503
Kiribati,2023Q03,16.79517
Kuwait,2023Q03,43.93081
Latvia,2023Q03,39.56981
Lebanon,2023Q03,94.67002
Liberia,2023Q03,16.9469
Libya,2023Q03,61.87732
Lithuania,2023Q03,75.56126
Madagascar,2023Q03,24.17159
Malaysia,2023Q03,498.83101
Maldives,2023Q03,19.24927
Malta,2023Q03,126.16836
Marshall Islands,2023Q03,21.56785
Martinique,2023Q03,39.6639
Mauritania,2023Q03,26.04949
Mauritius,2023Q03,62.40992
Mayotte,2023Q03,15.87369
Mexico,2023Q03,181.61587
Micronesia (Federated States of),2023Q03,14.97297
Montenegro,2023Q03,14.34747
Morocco,2023Q03,248.55464
Mozambique,2023Q03,51.77996
Myanmar,2023Q03,47.23991
Namibia,2023Q03,46.14617
Netherlands (Kingdom of the),2023Q03,393.39298
Netherlands Antilles,2023Q03,
New Caledonia,2023Q03,44.30348
New Zealand,2023Q03,113.50688
Nicaragua,2023Q03,23.06193
Nigeria,2023Q03,85.07807
Niue,2023Q03,5.76222
Norfolk Island,2023Q03,2.50278
Northern Mariana Islands,2023Q03,15.13915
Norway,2023Q03,62.5287
Oman,2023Q03,137.65389
Pakistan,2023Q03,146.02907
Palau,2023Q03,6.88055
Panama,2023Q03,205.24719
Papua New Guinea,2023Q03,49.46263
Paraguay,2023Q03,8.75532
Peru,2023Q03,127.50072
Philippines,2023Q03,182.65128
Poland,2023Q03,124.16256
Portugal,2023Q03,175.4977
Puerto Rico,2023Q03,51.35303
Qatar,2023Q03,110.85978
Republic of Korea,2023Q03,638.07683
Reunion,2023Q03,49.49173
Romania,2023Q03,71.75029
Russian Federation,2023Q03,159.97922
Saint Kitts and Nevis,2023Q03,8.28277
Saint Lucia,2023Q03,26.06514
Saint Vincent and the Grenadines,2023Q03,19.78575
Samoa,2023Q03,30.32684
Sao Tome and Principe,2023Q03,12.33884
Saudi Arabia,2023Q03,280.7748
Senegal,2023Q03,65.28806
Serbia and Montenegro,2023Q03,
Seychelles,2023Q03,24.66351
Sierra Leone,2023Q03,23.32223
Singapore,2023Q03,602.86439
Sint Maarten (Dutch part),2023Q03,31.91375
Slovenia,2023Q03,74.36973
Solomon Islands,2023Q03,31.37756
Somalia,2023Q03,31.36867
South Africa,2023Q03,116.12398
Spain,2023Q03,417.92972
Sri Lanka,2023Q03,245.42556
Sudan,2023Q03,25.49328
Sudan (...2011),2023Q03,
Suriname,2023Q03,40.9875
Sweden,2023Q03,111.35625
Syrian Arab Republic,2023Q03,25.98671
Thailand,2023Q03,266.56145
Timor-Leste,2023Q03,11.91812
Togo,2023Q03,95.92155
Tonga,2023Q03,29.01756
Trinidad and Tobago,2023Q03,59.54655
Tunisia,2023Q03,28.09422
Turkiye,2023Q03,287.566
Turks and Caicos Islands,2023Q03,4.12978
Tuvalu,2023Q03,5.0505700000000004
Ukraine,2023Q03,7.34968
United Arab Emirates,2023Q03,303.95495
United Kingdom,2023Q03,374.20297
United Republic of Tanzania,2023Q03,51.39372
United States,2023Q03,506.94898
United States Virgin Islands,2023Q03,18.64924
Uruguay,2023Q03,97.89732
Vanuatu,2023Q03,25.0856
Venezuela (Bolivarian Rep. of),2023Q03,31.41148
Viet Nam,2023Q03,413.05436
Wallis and Futuna Islands,2023Q03,5.0505700000000004
Yemen,2023Q03,22.39538
Albania,2023Q04,13.23984
Algeria,2023Q04,68.65158
American Samoa,2023Q04,27.90022
Angola,2023Q04,56.4184
Antigua and Barbuda,2023Q04,26.14141
Argentina,2023Q04,101.00405
Aruba,2023Q04,18.37149
Australia,2023Q04,144.99344
Bahamas,2023Q04,81.66753
Bahrain,2023Q04,54.47621
Bangladesh,2023Q04,79.45677
Barbados,2023Q04,37.38505
Belgium,2023Q04,349.62243
Belize,2023Q04,18.55108
Benin,2023Q04,64.90698
Bermuda,2023Q04,7.98463
"Bonaire, Sint Eustatius and Saba",2023Q04,6.6383600000000005
Brazil,2023Q04,134.62831
British Virgin Islands,2023Q04,8.28277
Brunei Darussalam,2023Q04,24.98333
Bulgaria,2023Q04,29.27337
Cabo Verde,2023Q04,11.66312
Cambodia,2023Q04,46.5371
Cameroon,2023Q04,60.86306
Canada,2023Q04,159.62926
Cayman Islands,2023Q04,8.45799
Chile,2023Q04,104.1725
China,2023Q04,1191.26037
"China, Hong Kong SAR",2023Q04,387.75518
"China, Taiwan Province of",2023Q04,340.98168
Christmas Island,2023Q04,5.24456
Colombia,2023Q04,183.85971
Comoros,2023Q04,16.51793
Congo,2023Q04,86.3591
Cook Islands,2023Q04,8.21375
Costa Rica,2023Q04,98.19093
Cote d'Ivoire,2023Q04,98.00721
Croatia,2023Q04,61.12309
Cuba,2023Q04,25.05748
Curacao,2023Q04,26.79719
Cyprus,2023Q04,46.1563
Dem. Rep. of the Congo,2023Q04,24.07954
Denmark,2023Q04,88.87976
Djibouti,2023Q04,87.7947
Dominica,2023Q04,24.09435
Dominican Republic,2023Q04,130.11141
Ecuador,2023Q04,115.59743
Egypt,2023Q04,265.53776
El Salvador,2023Q04,22.40643
Equatorial Guinea,2023Q04,33.9935
Eritrea,2023Q04,9.10091
Estonia,2023Q04,27.89699
Faroe Islands,2023Q04,19.84739
Fiji,2023Q04,41.08375
Finland,2023Q04,68.60947
France,2023Q04,269.66686
French Guiana,2023Q04,15.45152
French Polynesia,2023Q04,40.35957
Gabon,2023Q04,35.32803
Gambia,2023Q04,12.19065
Georgia,2023Q04,26.78904
Germany,2023Q04,317.76228
Ghana,2023Q04,101.85323
Greece,2023Q04,202.20276
Greenland,2023Q04,11.63967
Grenada,2023Q04,22.75091
Guadeloupe,2023Q04,40.87188
Guam,2023Q04,22.80789
Guatemala,2023Q04,106.50255
Guernsey,2023Q04,4.95561
Guinea,2023Q04,29.28899
Guinea-Bissau,2023Q04,16.54463
Guyana,2023Q04,37.66684
Haiti,2023Q04,31.45855
Honduras,2023Q04,65.37033
Iceland,2023Q04,26.93646
India,2023Q04,339.97388
Indonesia,2023Q04,224.60295
Iran (Islamic Republic of),2023Q04,60.72397
Iraq,2023Q04,73.65039
Ireland,2023Q04,57.05007
Israel,2023Q04,135.15427
Italy,2023Q04,294.49984
Jamaica,2023Q04,118.68143
Japan,2023Q04,415.04863
Jersey,2023Q04,4.95561
Jordan,2023Q04,72.17103
Kenya,2023Q04,67.68187
Kiribati,2023Q04,16.79517
Kuwait,2023Q04,38.97494
Latvia,2023Q04,40.63205
Lebanon,2023Q04,107.74018
Liberia,2023Q04,17.34189
Libya,2023Q04,52.2118
Lithuania,2023Q04,59.9933
Madagascar,2023Q04,24.14056
Malaysia,2023Q04,504.13929
Maldives,2023Q04,18.88945
Malta,2023Q04,135.80375
Marshall Islands,2023Q04,21.56785
Martinique,2023Q04,39.8108
Mauritania,2023Q04,26.43082
Mauritius,2023Q04,67.43265
Mayotte,2023Q04,16.50562
Mexico,2023Q04,184.69737
Micronesia (Federated States of),2023Q04,14.97297
Montenegro,2023Q04,14.43633
Morocco,2023Q04,252.98824
Mozambique,2023Q04,52.46419
Myanmar,2023Q04,46.04289
Namibia,2023Q04,45.47235
Netherlands (Kingdom of the),2023Q04,390.59432
Netherlands Antilles,2023Q04,
New Caledonia,2023Q04,44.44761
New Zealand,2023Q04,106.62129
Nicaragua,2023Q04,28.14169
Nigeria,2023Q04,84.21593
Niue,2023Q04,5.76222
Norfolk Island,2023Q04,2.50278
Northern Mariana Islands,2023Q04,15.13915
Norway,2023Q04,62.12634
Oman,2023Q04,148.72649
Pakistan,2023Q04,149.4452
Palau,2023Q04,6.88055
Panama,2023Q04,207.80568
Papua New Guinea,2023Q04,49.35526
Paraguay,2023Q04,8.75532
Peru,2023Q04,134.36828
Philippines,2023Q04,185.2496
Poland,2023Q04,133.53395
Portugal,2023Q04,182.71465
Puerto Rico,2023Q04,51.3798
Qatar,2023Q04,106.66363
Republic of Korea,2023Q04,639.46216
Reunion,2023Q04,49.5387
Romania,2023Q04,69.97776
Russian Federation,2023Q04,163.84068
Saint Kitts and Nevis,2023Q04,8.28277
Saint Lucia,2023Q04,26.06604
Saint Pierre and Miquelon,2023Q04,3.88123
Saint Vincent and the Grenadines,2023Q04,19.78575
Samoa,2023Q04,30.32684
Sao Tome and Principe,2023Q04,12.33884
Saudi Arabia,2023Q04,291.26361
Senegal,2023Q04,56.33533
Serbia and Montenegro,2023Q04,
Seychelles,2023Q04,24.18661
Sierra Leone,2023Q04,23.7671
Singapore,2023Q04,600.47043
Sint Maarten (Dutch part),2023Q04,31.91464
Slovenia,2023Q04,75.21861
Solomon Islands,2023Q04,30.67901
Somalia,2023Q04,38.62861
South Africa,2023Q04,112.18985
Spain,2023Q04,412.60709
Sri Lanka,2023Q04,243.73508
Sudan,2023Q04,24.89737
Sudan (...2011),2023Q04,
Suriname,2023Q04,43.22317
Sweden,2023Q04,113.97384
Syrian Arab Republic,2023Q04,25.98671
Thailand,2023Q04,265.73042
Timor-Leste,2023Q04,11.91812
Togo,2023Q04,95.44616
Tonga,2023Q04,29.01756
Trinidad and Tobago,2023Q04,60.63414
Tunisia,2023Q04,29.38473
Turkiye,2023Q04,284.50541
Turks and Caicos Islands,2023Q04,4.12978
Tuvalu,2023Q04,5.0505700000000004
Ukraine,2023Q04,7.34968
United Arab Emirates,2023Q04,307.63645
United Kingdom,2023Q04,374.67475
United Republic of Tanzania,2023Q04,60.41585
United States,2023Q04,504.03119
United States Virgin Islands,2023Q04,18.64924
Uruguay,2023Q04,97.10355
Vanuatu,2023Q04,25.0856
Venezuela (Bolivarian Rep. of),2023Q04,32.47835
Viet Nam,2023Q04,414.60449
Wallis and Futuna Islands,2023Q04,5.0505700000000004
Yemen,2023Q04,20.09104
Albania,2024Q01,12.39595
Algeria,2024Q01,70.42602
American Samoa,2024Q01,27.90022
Angola,2024Q01,55.87361
Antigua and Barbuda,2024Q01,26.14141
Argentina,2024Q01,103.44793
Aruba,2024Q01,14.927620000000001
Australia,2024Q01,144.14694
Bahamas,2024Q01,86.14232
Bahrain,2024Q01,27.76718
Bangladesh,2024Q01,74.17894
Barbados,2024Q01,39.17269
Belgium,2024Q01,338.91333
Belize,2024Q01,18.16679
Benin,2024Q01,55.56071
Bermuda,2024Q01,7.98463
"Bonaire, Sint Eustatius and Saba",2024Q01,6.6383600000000005
Brazil,2024Q01,137.6215
British Virgin Islands,2024Q01,8.28277
Brunei Darussalam,2024Q01,26.20482
Bulgaria,2024Q01,31.63056
Cabo Verde,2024Q01,11.66312
Cambodia,2024Q01,47.80463
Cameroon,2024Q01,65.51595
Canada,2024Q01,157.05006
Cayman Islands,2024Q01,8.45799
Chile,2024Q01,107.75345
China,2024Q01,1187.08903
"China, Hong Kong SAR",2024Q01,389.57676
"China, Taiwan Province of",2024Q01,344.55759
Christmas Island,2024Q01,5.24456
Colombia,2024Q01,188.75498
Comoros,2024Q01,16.51793
Congo,2024Q01,87.78183
Cook Islands,2024Q01,8.21375
Costa Rica,2024Q01,89.45063
Cote d'Ivoire,2024Q01,96.63761
Croatia,2024Q01,61.5596
Cuba,2024Q01,25.11056
Curacao,2024Q01,24.03077
Cyprus,2024Q01,48.36949
Dem. Rep. of the Congo,2024Q01,24.81703
Denmark,2024Q01,87.90133
Djibouti,2024Q01,64.78969
Dominica,2024Q01,24.44473
Dominican Republic,2024Q01,130.02045
Ecuador,2024Q01,118.93458
Egypt,2024Q01,235.93572
El Salvador,2024Q01,26.04908
Equatorial Guinea,2024Q01,33.99365
Eritrea,2024Q01,7.58679
Estonia,2024Q01,27.87535
Faroe Islands,2024Q01,19.854680000000002
Fiji,2024Q01,41.67834
Finland,2024Q01,66.25848
France,2024Q01,264.90401
French Guiana,2024Q01,16.80641
French Polynesia,2024Q01,40.36305
Gabon,2024Q01,35.30647
Gambia,2024Q01,12.19782
Georgia,2024Q01,25.2366
Germany,2024Q01,305.06382
Ghana,2024Q01,100.30957
Greece,2024Q01,194.38902
Greenland,2024Q01,11.63967
Grenada,2024Q01,24.81873
Guadeloupe,2024Q01,40.33289
Guam,2024Q01,22.80789
Guatemala,2024Q01,109.58899
Guernsey,2024Q01,4.95561
Guinea,2024Q01,29.35852
Guinea-Bissau,2024Q01,15.95876
Guyana,2024Q01,36.37943
Haiti,2024Q01,31.45855
Honduras,2024Q01,68.26874
Iceland,2024Q01,27.97988
India,2024Q01,332.20904
Indonesia,2024Q01,230.67824
Iran (Islamic Republic of),2024Q01,60.04652
Iraq,2024Q01,73.41585
Ireland,2024Q01,58.15177
Israel,2024Q01,91.36513
Italy,2024Q01,282.99227
Jamaica,2024Q01,122.34127
Japan,2024Q01,420.85643
Jersey,2024Q01,4.95561
Jordan,2024Q01,52.12817
Kenya,2024Q01,65.71975
Kiribati,2024Q01,16.79517
Kuwait,2024Q01,36.88424
Latvia,2024Q01,43.98493
Lebanon,2024Q01,112.00407
Liberia,2024Q01,23.64495
Libya,2024Q01,53.8715
Lithuania,2024Q01,70.22407
Madagascar,2024Q01,24.15612
Malaysia,2024Q01,484.77351
Maldives,2024Q01,16.314
Malta,2024Q01,123.22987
Marshall Islands,2024Q01,21.56785
Martinique,2024Q01,39.92799
Mauritania,2024Q01,26.44257
Mauritius,2024Q01,68.30444
Mayotte,2024Q01,17.3732
Mexico,2024Q01,189.44218
Micronesia (Federated States of),2024Q01,14.97297
Montenegro,2024Q01,15.05896
Morocco,2024Q01,259.331
Mozambique,2024Q01,51.93713
Myanmar,2024Q01,42.09541
Namibia,2024Q01,41.52645
Netherlands (Kingdom of the),2024Q01,377.61727
Netherlands Antilles,2024Q01,
New Caledonia,2024Q01,44.47707
New Zealand,2024Q01,105.08007
Nicaragua,2024Q01,29.30836
Nigeria,2024Q01,99.56183
Niue,2024Q01,5.76222
Norfolk Island,2024Q01,2.50278
Northern Mariana Islands,2024Q01,15.13915
Norway,2024Q01,62.43678
Oman,2024Q01,122.38678
Pakistan,2024Q01,146.29536
Palau,2024Q01,6.88055
Panama,2024Q01,207.41149
Papua New Guinea,2024Q01,49.35526
Paraguay,2024Q01,8.75532
Peru,2024Q01,133.52648
Philippines,2024Q01,181.34783
Poland,2024Q01,130.03621
Portugal,2024Q01,186.58926
Puerto Rico,2024Q01,52.56132
Qatar,2024Q01,108.50548
Republic of Korea,2024Q01,640.26701
Reunion,2024Q01,48.87387
Romania,2024Q01,79.94874
Russian Federation,2024Q01,166.08965
Saint Kitts and Nevis,2024Q01,8.28277
Saint Lucia,2024Q01,28.85443
Saint Pierre and Miquelon,2024Q01,3.88123
Saint Vincent and the Grenadines,2024Q01,21.85357
Samoa,2024Q01,30.32684
Sao Tome and Principe,2024Q01,12.33899
Saudi Arabia,2024Q01,247.99773
Senegal,2024Q01,54.91499
Serbia and Montenegro,2024Q01,
Seychelles,2024Q01,24.17557
Sierra Leone,2024Q01,23.84939
Singapore,2024Q01,591.3236
Sint Maarten (Dutch part),2024Q01,31.94171
Slovenia,2024Q01,77.79519
Solomon Islands,2024Q01,30.67901
Somalia,2024Q01,31.59233
South Africa,2024Q01,107.21338
Spain,2024Q01,403.55534
Sri Lanka,2024Q01,253.43207
Sudan,2024Q01,27.0359
Sudan (...2011),2024Q01,
Suriname,2024Q01,42.92154
Sweden,2024Q01,115.56269
Syrian Arab Republic,2024Q01,23.08812
Thailand,2024Q01,255.7524
Timor-Leste,2024Q01,11.91812
Togo,2024Q01,93.17992
Tonga,2024Q01,29.01756
Trinidad and Tobago,2024Q01,60.72213
Tunisia,2024Q01,29.51391
Turkiye,2024Q01,286.9365
Turks and Caicos Islands,2024Q01,4.12978
Tuvalu,2024Q01,5.0505700000000004
Ukraine,2024Q01,7.34968
United Arab Emirates,2024Q01,307.90083
United Kingdom,2024Q01,377.60188
United Republic of Tanzania,2024Q01,58.627250000000004
United States,2024Q01,493.76749
United States Virgin Islands,2024Q01,18.64924
Uruguay,2024Q01,99.56739
Vanuatu,2024Q01,25.0856
Venezuela (Bolivarian Rep. of),2024Q01,35.54118
Viet Nam,2024Q01,405.73827
Wallis and Futuna Islands,2024Q01,5.0505700000000004
Yemen,2024Q01,31.73873
Albania,2024Q02,12.39401
Algeria,2024Q02,71.01346
American Samoa,2024Q02,27.977240000000002
Angola,2024Q02,60.19901
Antigua and Barbuda,2024Q02,26.15196
Argentina,2024Q02,104.98296
Aruba,2024Q02,22.723770000000002
Australia,2024Q02,144.23208
Bahamas,2024Q02,85.19205
Bahrain,2024Q02,35.1987
Bangladesh,2024Q02,70.18779
Barbados,2024Q02,37.93559
Belgium,2024Q02,343.37162
Belize,2024Q02,18.17184
Benin,2024Q02,53.62039
Bermuda,2024Q02,7.97605
"Bonaire, Sint Eustatius and Saba",2024Q02,6.63831
Brazil,2024Q02,141.77584
British Virgin Islands,2024Q02,8.28277
Brunei Darussalam,2024Q02,25.65903
Bulgaria,2024Q02,33.82421
Cabo Verde,2024Q02,11.68037
Cambodia,2024Q02,47.82535
Cameroon,2024Q02,65.66025
Canada,2024Q02,155.31519
Cayman Islands,2024Q02,8.45799
Chile,2024Q02,108.78365
China,2024Q02,1189.2753
"China, Hong Kong SAR",2024Q02,376.32259
"China, Taiwan Province of",2024Q02,340.48327
Christmas Island,2024Q02,5.2344100000000005
Colombia,2024Q02,191.68825
Comoros,2024Q02,17.35987
Congo,2024Q02,90.34793
Cook Islands,2024Q02,8.2442
Costa Rica,2024Q02,100.33745
Cote d'Ivoire,2024Q02,101.50176
Croatia,2024Q02,60.79887
Cuba,2024Q02,25.12197
Curacao,2024Q02,29.79588
Cyprus,2024Q02,49.6937
Dem. Rep. of the Congo,2024Q02,23.99443
Denmark,2024Q02,89.33047
Djibouti,2024Q02,65.61093
Dominica,2024Q02,24.47184
Dominican Republic,2024Q02,126.68502
Ecuador,2024Q02,116.69791
Egypt,2024Q02,244.64508
El Salvador,2024Q02,24.49533
Equatorial Guinea,2024Q02,34.03819
Eritrea,2024Q02,7.61614
Estonia,2024Q02,29.75047
Faroe Islands,2024Q02,19.854680000000002
Fiji,2024Q02,41.61535
Finland,2024Q02,65.60302
France,2024Q02,263.40901
French Guiana,2024Q02,19.53366
French Polynesia,2024Q02,41.20067
Gabon,2024Q02,34.2495
Gambia,2024Q02,12.23435
Georgia,2024Q02,29.11644
Germany,2024Q02,305.181
Ghana,2024Q02,111.78363
Greece,2024Q02,175.9338
Greenland,2024Q02,11.64651
Grenada,2024Q02,23.14298
Guadeloupe,2024Q02,40.89884
Guam,2024Q02,22.84738
Guatemala,2024Q02,105.58418
Guernsey,2024Q02,4.95561
Guinea,2024Q02,31.11711
Guinea-Bissau,2024Q02,15.97734
Guyana,2024Q02,38.64084
Haiti,2024Q02,32.75044
Honduras,2024Q02,62.02315
Iceland,2024Q02,27.97846
India,2024Q02,341.51946
Indonesia,2024Q02,225.40732
Iran (Islamic Republic of),2024Q02,57.35687
Iraq,2024Q02,76.57638
Ireland,2024Q02,62.86176
Israel,2024Q02,89.44061
Italy,2024Q02,286.39229
Jamaica,2024Q02,124.07044
Japan,2024Q02,423.46909
Jersey,2024Q02,4.95561
Jordan,2024Q02,64.75003
Kenya,2024Q02,63.70638
Kiribati,2024Q02,16.20329
Kuwait,2024Q02,37.05627
Latvia,2024Q02,43.66484
Lebanon,2024Q02,78.96977
Liberia,2024Q02,19.33203
Libya,2024Q02,52.38183
Lithuania,2024Q02,74.97966
Madagascar,2024Q02,26.20261
Malaysia,2024Q02,486.2105
Maldives,2024Q02,15.574770000000001
Malta,2024Q02,111.58425
Marshall Islands,2024Q02,21.64495
Martinique,2024Q02,38.73337
Mauritania,2024Q02,22.10493
Mauritius,2024Q02,69.09381
Mayotte,2024Q02,16.98986
Mexico,2024Q02,187.23566
Micronesia (Federated States of),2024Q02,14.99293
Montenegro,2024Q02,14.52256
Morocco,2024Q02,263.37793
Mozambique,2024Q02,51.42601
Myanmar,2024Q02,42.14065
Namibia,2024Q02,46.4251
Netherlands (Kingdom of the),2024Q02,380.22407
Netherlands Antilles,2024Q02,
New Caledonia,2024Q02,46.52101
New Zealand,2024Q02,97.74565
Nicaragua,2024Q02,25.80472
Nigeria,2024Q02,101.30305
Niue,2024Q02,5.76222
Norfolk Island,2024Q02,2.5048
Northern Mariana Islands,2024Q02,15.14101
Norway,2024Q02,60.91111
Oman,2024Q02,121.98679
Pakistan,2024Q02,158.40902
Palau,2024Q02,6.87472
Panama,2024Q02,211.53436
Papua New Guinea,2024Q02,49.5339
Paraguay,2024Q02,8.71353
Peru,2024Q02,137.31897
Philippines,2024Q02,179.51076
Poland,2024Q02,132.19682
Portugal,2024Q02,184.48299
Puerto Rico,2024Q02,44.77052
Qatar,2024Q02,108.98495
Republic of Korea,2024Q02,640.37758
Reunion,2024Q02,49.71469
Romania,2024Q02,56.75922
Russian Federation,2024Q02,163.13644
Saint Helena,2024Q02,3.43697
Saint Kitts and Nevis,2024Q02,8.28277
Saint Lucia,2024Q02,27.13875
Saint Pierre and Miquelon,2024Q02,3.73112
Saint Vincent and the Grenadines,2024Q02,20.16324
Samoa,2024Q02,30.40581
Sao Tome and Principe,2024Q02,12.48164
Saudi Arabia,2024Q02,231.72818
Senegal,2024Q02,58.58238
Serbia and Montenegro,2024Q02,
Seychelles,2024Q02,24.16364
Sierra Leone,2024Q02,21.80876
Singapore,2024Q02,585.63318
Sint Maarten (Dutch part),2024Q02,32.65731
Slovenia,2024Q02,76.0589
Solomon Islands,2024Q02,30.58972
Somalia,2024Q02,38.67376
South Africa,2024Q02,109.95537
Spain,2024Q02,424.63867
Sri Lanka,2024Q02,248.42383
Sudan,2024Q02,28.84635
Sudan (...2011),2024Q02,
Suriname,2024Q02,40.48213
Sweden,2024Q02,121.24343
Syrian Arab Republic,2024Q02,26.14089
Thailand,2024Q02,267.28619
Timor-Leste,2024Q02,11.99493
Togo,2024Q02,90.97085
Tonga,2024Q02,29.790680000000002
Trinidad and Tobago,2024Q02,58.75036
Tunisia,2024Q02,31.19254
Turkiye,2024Q02,283.16212
Turks and Caicos Islands,2024Q02,4.12978
Tuvalu,2024Q02,4.72271
Ukraine,2024Q02,12.12556
United Arab Emirates,2024Q02,295.55143
United Kingdom,2024Q02,380.52571
United Republic of Tanzania,2024Q02,56.10333
United States,2024Q02,503.95097
United States Virgin Islands,2024Q02,18.77299
Uruguay,2024Q02,99.8956
Vanuatu,2024Q02,25.17517
Venezuela (Bolivarian Rep. of),2024Q02,38.77674
Viet Nam,2024Q02,403.1782
Wallis and Futuna Islands,2024Q02,4.37312
Yemen,2024Q02,31.59026
Albania,2024Q03,15.588940000000001
Algeria,2024Q03,72.94454
American Samoa,2024Q03,26.17979
Angola,2024Q03,61.34562
Antigua and Barbuda,2024Q03,26.15196
Argentina,2024Q03,99.35598
Aruba,2024Q03,22.70867
Australia,2024Q03,139.32493
Bahamas,2024Q03,81.84941
Bahrain,2024Q03,33.94311
Bangladesh,2024Q03,65.96757
Barbados,2024Q03,38.20135
Belgium,2024Q03,345.66908
Belize,2024Q03,18.17184
Benin,2024Q03,55.22229
Bermuda,2024Q03,7.97605
"Bonaire, Sint Eustatius and Saba",2024Q03,5.3080300000000005
Brazil,2024Q03,155.6784
British Virgin Islands,2024Q03,8.28277
Brunei Darussalam,2024Q03,21.62405
Bulgaria,2024Q03,29.18731
Cabo Verde,2024Q03,11.68037
Cambodia,2024Q03,47.80613
Cameroon,2024Q03,64.23323
Canada,2024Q03,152.48794
Cayman Islands,2024Q03,8.45799
Chile,2024Q03,107.85713
China,2024Q03,1227.71288
"China, Hong Kong SAR",2024Q03,374.87713
"China, Taiwan Province of",2024Q03,337.56326
Christmas Island,2024Q03,5.2344100000000005
Colombia,2024Q03,195.62789
Comoros,2024Q03,15.7714
Congo,2024Q03,84.33901
Cook Islands,2024Q03,8.2442
Costa Rica,2024Q03,96.18136
Cote d'Ivoire,2024Q03,98.68797
Croatia,2024Q03,61.82219
Cuba,2024Q03,25.1251
Curacao,2024Q03,28.97866
Cyprus,2024Q03,50.97298
Dem. Rep. of the Congo,2024Q03,22.17782
Denmark,2024Q03,88.04942
Djibouti,2024Q03,69.57358
Dominica,2024Q03,24.47184
Dominican Republic,2024Q03,130.63111
Ecuador,2024Q03,114.56278
Egypt,2024Q03,238.11689
El Salvador,2024Q03,22.35626
Equatorial Guinea,2024Q03,34.02574
Eritrea,2024Q03,6.48161
Estonia,2024Q03,30.97077
Faroe Islands,2024Q03,19.854680000000002
Fiji,2024Q03,41.95477
Finland,2024Q03,69.13758
France,2024Q03,264.90985
French Guiana,2024Q03,19.53366
French Polynesia,2024Q03,41.19689
Gabon,2024Q03,34.20649
Gambia,2024Q03,14.86726
Georgia,2024Q03,28.36561
Germany,2024Q03,301.70966
Ghana,2024Q03,106.41061
Greece,2024Q03,177.44306
Greenland,2024Q03,11.64651
Grenada,2024Q03,23.14298
Guadeloupe,2024Q03,40.88362
Guam,2024Q03,22.84738
Guatemala,2024Q03,105.69538
Guinea,2024Q03,26.34765
Guinea-Bissau,2024Q03,15.6131
Guyana,2024Q03,38.63533
Haiti,2024Q03,32.48787
Honduras,2024Q03,60.75536
