Quarter,Quarter Label,Economy,Economy Label,Index (Average Q1 2023 = 100),Index (Average Q1 2023 = 100) Footnote,Index (Average Q1 2023 = 100) Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value,Ranking per quarter,Ranking per quarter Footnote,Ranking per quarter Missing value
2013Q04,"Q4 2013",178,"Congo",68.91533,,,10.1998,,,-1.1116,,,65,,
2013Q04,"Q4 2013",184,"Cook Islands",10.6911,,,-14.165,,,0,,,162,,
2013Q04,"Q4 2013",188,"Costa Rica",95.66339,,,0.3751,,,-0.7292,,,51,,
2013Q04,"Q4 2013",384,"Cote d'Ivoire",88.93987,,,8.4736,,,2.2034,,,55,,
2013Q04,"Q4 2013",191,"Croatia",49.4524,,,4.8374,,,9.6254,,,87,,
2013Q04,"Q4 2013",192,"Cuba",33.16657,,,-1.9716,,,0.0256,,,119,,
2013Q04,"Q4 2013",531,"Curacao",35.43723,,,-5.8522,,,0.0387,,,114,,
2013Q04,"Q4 2013",196,"Cyprus",53.32303,,,-17.8312,,,-8.8179,,,83,,
2013Q04,"Q4 2013",180,"Dem. Rep. of the Congo",35.62652,,,15.8478,,,3.0834,,,112,,
2013Q04,"Q4 2013",208,"Denmark",102.20598,,,4.8059,,,-0.7744,,,47,,
2013Q04,"Q4 2013",262,"Djibouti",60.17246,,,11.8234,,,1.4795,,,73,,
2013Q04,"Q4 2013",212,"Dominica",21.50495,,,7.6667,,,0,,,144,,
2013Q04,"Q4 2013",214,"Dominican Republic",119.71547,,,0.4182,,,1.552,,,39,,
2013Q04,"Q4 2013",218,"Ecuador",89.50856,,,11.5213,,,-2.3851,,,54,,
2013Q04,"Q4 2013",818,"Egypt",234.65634,,,6.0431,,,1.2499,,,18,,
2013Q04,"Q4 2013",222,"El Salvador",22.58192,,,-10.0769,,,-15.6298,,,139,,
2013Q04,"Q4 2013",226,"Equatorial Guinea",32.74608,,,-7.423,,,0,,,120,,
2013Q04,"Q4 2013",233,"Estonia",38.05855,,,-13.8928,,,8.9159,,,104,,
2013Q04,"Q4 2013",234,"Faroe Islands",14.42964,,,-0.0988,,,0,,,156,,
2013Q04,"Q4 2013",242,"Fiji",54.5814,,,14.4243,,,2.0402,,,82,,
2013Q04,"Q4 2013",246,"Finland",94.53036,,,1.8635,,,-3.4903,,,52,,
2013Q04,"Q4 2013",250,"France",294.41624,,,6.7666,,,-0.967,,,14,,
2013Q04,"Q4 2013",254,"French Guiana",15.50509,,,0.0086,,,-0.6462,,,154,,
2013Q04,"Q4 2013",258,"French Polynesia",35.44043,,,-7.5211,,,8.3326,,,113,,
2013Q04,"Q4 2013",266,"Gabon",42.68726,,,-8.2588,,,0.0684,,,96,,
2013Q04,"Q4 2013",270,"Gambia",29.43498,,,-18.0926,,,2.6002,,,123,,
2013Q04,"Q4 2013",268,"Georgia",21.6787,,,9.735,,,-2.7529,,,143,,
2013Q04,"Q4 2013",276,"Germany",406.58501,,,1.34,,,-0.7476,,,8,,
2013Q04,"Q4 2013",288,"Ghana",85.14634,,,3.7725,,,0.1079,,,58,,
2013Q04,"Q4 2013",292,"Gibraltar",11.28939,,,-8.5078,,,88.6059,,,161,,
2013Q04,"Q4 2013",300,"Greece",139.92908,,,11.3253,,,2.4054,,,36,,
2013Q04,"Q4 2013",304,"Greenland",4.46313,,,-6.2373,,,-0.2775,,,174,,
2013Q04,"Q4 2013",308,"Grenada",33.57877,,,10.6909,,,0,,,117,,
2013Q04,"Q4 2013",312,"Guadeloupe",42.56185,,,11.2425,,,0,,,98,,
2013Q04,"Q4 2013",316,"Guam",25.2346,,,12.0397,,,0.0423,,,133,,
2013Q04,"Q4 2013",320,"Guatemala",86.55855,,,10.9065,,,-1.5592,,,57,,
2013Q04,"Q4 2013",324,"Guinea",38.1477,,,6.7111,,,1.5405,,,103,,
2013Q04,"Q4 2013",624,"Guinea-Bissau",10.20637,,,-31.2153,,,0,,,165,,
2013Q04,"Q4 2013",328,"Guyana",41.69139,,,10.2567,,,0,,,99,,
2013Q04,"Q4 2013",332,"Haiti",42.57662,,,11.1841,,,0,,,97,,
2013Q04,"Q4 2013",340,"Honduras",70.03694,,,7.1982,,,1.4756,,,64,,
2013Q04,"Q4 2013",352,"Iceland",17.70035,,,5.5874,,,-4.1662,,,151,,
2013Q04,"Q4 2013",356,"India",233.10396,,,-0.9999,,,0.8526,,,19,,
2013Q04,"Q4 2013",360,"Indonesia",230.83607,,,4.9534,,,0.2825,,,20,,
2013Q04,"Q4 2013",364,"Iran (Islamic Republic of)",59.96726,,,-26.4024,,,-5.5192,,,75,,
2013Q04,"Q4 2013",368,"Iraq",30.47066,,,19.5427,,,12.4758,,,122,,
2013Q04,"Q4 2013",372,"Ireland",50.99794,,,-10.7627,,,-4.4896,,,86,,
2013Q04,"Q4 2013",376,"Israel",104.33111,,,-5.9983,,,-4.4591,,,45,,
2013Q04,"Q4 2013",380,"Italy",283.79878,,,-1.6513,,,-0.6864,,,16,,
2013Q04,"Q4 2013",388,"Jamaica",103.24312,,,-3.3921,,,1.6221,,,46,,
2013Q04,"Q4 2013",392,"Japan",426.02589,,,-3.7884,,,-2.1663,,,7,,
2013Q04,"Q4 2013",400,"Jordan",56.72715,,,-7.9619,,,0.0656,,,79,,
2013Q04,"Q4 2013",404,"Kenya",57.7636,,,1.8107,,,0.49,,,78,,
2013Q04,"Q4 2013",296,"Kiribati",18.90973,,,2.0325,,,2.0325,,,147,,
2013Q04,"Q4 2013",414,"Kuwait",36.20252,,,-16.9434,,,-15.6675,,,109,,
2013Q04,"Q4 2013",428,"Latvia",35.83095,,,17.0768,,,11.4458,,,111,,
2013Q04,"Q4 2013",422,"Lebanon",86.84795,,,-0.3475,,,-2.8568,,,56,,
2013Q04,"Q4 2013",430,"Liberia",26.7355,,,6.2229,,,4.5893,,,129,,
2013Q04,"Q4 2013",434,"Libya",68.1023,,,58.7264,,,7.5513,,,66,,
2013Q04,"Q4 2013",440,"Lithuania",40.68582,,,7.3144,,,-1.1915,,,101,,
2013Q04,"Q4 2013",450,"Madagascar",44.34488,,,9.698,,,2.5592,,,93,,
2013Q04,"Q4 2013",458,"Malaysia",468.54347,,,-1.8053,,,-2.065,,,6,,
2013Q04,"Q4 2013",462,"Maldives",17.92789,,,-24.445,,,-3.3318,,,150,,
2013Q04,"Q4 2013",470,"Malta",115.90527,,,3.1903,,,-2.3637,,,41,,
2013Q04,"Q4 2013",584,"Marshall Islands",22.06845,,,1.157,,,-1.3299,,,141,,
2013Q04,"Q4 2013",474,"Martinique",29.09171,,,-9.049,,,0,,,124,,
2013Q04,"Q4 2013",478,"Mauritania",24.98564,,,14.7922,,,-10.5867,,,134,,
2013Q04,"Q4 2013",480,"Mauritius",70.42036,,,12.8902,,,-5.5167,,,63,,
2013Q04,"Q4 2013",175,"Mayotte",22.21127,,,-7.7945,,,0,,,140,,
2013Q04,"Q4 2013",484,"Mexico",166.64926,,,4.4792,,,-1.2196,,,28,,
2013Q04,"Q4 2013",583,"Micronesia (Federated States of)",6.50492,,,-22.768,,,0,,,173,,
2013Q04,"Q4 2013",499,"Montenegro",10.46933,,,-8.4849,,,5.1022,,,163,,
2013Q04,"Q4 2013",500,"Montserrat",9.51374,,,,,"No value reported or collected",0,,,168,,
2013Q04,"Q4 2013",504,"Morocco",187.4607,,,6.234,,,1.7528,,,26,,
2013Q04,"Q4 2013",508,"Mozambique",64.36752,,,38.6791,,,0.1048,,,69,,
2013Q04,"Q4 2013",104,"Myanmar",37.58126,,,-14.5301,,,-2.749,,,105,,
2013Q04,"Q4 2013",516,"Namibia",48.04236,,,-7.769,,,-4.4997,,,89,,
2013Q04,"Q4 2013",520,"Nauru",3.88248,,,,,"No value reported or collected",-12.407,,,176,,
2013Q04,"Q4 2013",528,"Netherlands (Kingdom of the)",395.51181,,,-1.8647,,,0.6256,,,9,,
2013Q04,"Q4 2013",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2013Q04,"Q4 2013",540,"New Caledonia",51.31823,,,4.8752,,,0.7944,,,85,,
2013Q04,"Q4 2013",554,"New Zealand",93.76923,,,1.245,,,5.0633,,,53,,
2013Q04,"Q4 2013",558,"Nicaragua",21.74093,,,-0.6307,,,-16.1368,,,142,,
2013Q04,"Q4 2013",566,"Nigeria",97.01677,,,7.2235,,,1.5324,,,48,,
2013Q04,"Q4 2013",574,"Norfolk Island",7.8957,,,0,,,0,,,171,,
2013Q04,"Q4 2013",580,"Northern Mariana Islands",14.81287,,,8.581,,,0,,,155,,
2013Q04,"Q4 2013",578,"Norway",58.38952,,,-5.2696,,,1.674,,,77,,
2013Q04,"Q4 2013",512,"Oman",136.86928,,,1.8021,,,-1.6902,,,37,,
2013Q04,"Q4 2013",586,"Pakistan",116.17244,,,6.6804,,,-0.3153,,,40,,
2013Q04,"Q4 2013",585,"Palau",9.07644,,,5.6172,,,0,,,170,,
2013Q04,"Q4 2013",591,"Panama",200.844,,,3.1676,,,0.9896,,,24,,
2013Q04,"Q4 2013",598,"Papua New Guinea",43.95993,,,6.2548,,,0.8613,,,94,,
2013Q04,"Q4 2013",600,"Paraguay",4.45241,,,0,,,0,,,175,,
2013Q04,"Q4 2013",604,"Peru",111.15626,,,7.179,,,-0.3695,,,42,,
2013Q04,"Q4 2013",608,"Philippines",150.03837,,,4.3423,,,0.4588,,,33,,
2013Q04,"Q4 2013",616,"Poland",107.70064,,,19.9359,,,4.1644,,,44,,
2013Q04,"Q4 2013",620,"Portugal",157.55221,,,-0.63,,,-4.2959,,,30,,
2013Q04,"Q4 2013",630,"Puerto Rico",48.71053,,,-4.8889,,,-0.9251,,,88,,
2013Q04,"Q4 2013",634,"Qatar",33.47867,,,-9.0711,,,3.7956,,,118,,
2013Q04,"Q4 2013",410,"Republic of Korea",520.48468,,,-1.355,,,0.57,,,3,,
2013Q04,"Q4 2013",498,"Republic of Moldova",3.4975,,,3.4939,,,0,,,177,,
2013Q04,"Q4 2013",638,"Reunion",43.40194,,,5.5738,,,2.4201,,,95,,
2013Q04,"Q4 2013",642,"Romania",61.6382,,,-2.8575,,,-5.1281,,,72,,
2013Q04,"Q4 2013",643,"Russian Federation",235.49725,,,1.1536,,,2.5682,,,17,,
2013Q04,"Q4 2013",659,"Saint Kitts and Nevis",20.15125,,,15.6212,,,0,,,146,,
2013Q04,"Q4 2013",662,"Saint Lucia",36.22685,,,11.4904,,,0,,,108,,
2013Q04,"Q4 2013",670,"Saint Vincent and the Grenadines",35.87719,,,9.9389,,,0,,,110,,
2013Q04,"Q4 2013",882,"Samoa",26.89916,,,7.2419,,,0,,,128,,
2013Q04,"Q4 2013",678,"Sao Tome and Principe",17.5315,,,3.9207,,,-0.1064,,,152,,
2013Q04,"Q4 2013",682,"Saudi Arabia",192.08217,,,1.8506,,,-0.0662,,,25,,
2013Q04,"Q4 2013",686,"Senegal",51.85164,,,4.9968,,,1.1123,,,84,,
2013Q04,"Q4 2013",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2013Q04,"Q4 2013",690,"Seychelles",27.14341,,,-4.226,,,-0.0329,,,126,,
2013Q04,"Q4 2013",694,"Sierra Leone",26.48768,,,10.4206,,,8.1149,,,130,,
2013Q04,"Q4 2013",702,"Singapore",567.27387,,,0.9788,,,-1.2508,,,2,,
2013Q04,"Q4 2013",534,"Sint Maarten (Dutch part)",36.75015,,,-0.9964,,,-0.2737,,,107,,
2013Q04,"Q4 2013",705,"Slovenia",60.10577,,,-0.9802,,,-0.8354,,,74,,
2013Q04,"Q4 2013",090,"Solomon Islands",36.76817,,,17.2605,,,5.2171,,,106,,
2013Q04,"Q4 2013",706,"Somalia",17.0522,,,401.4065,,,12.5793,,,153,,
2013Q04,"Q4 2013",710,"South Africa",144.49969,,,11.2171,,,-1.867,,,34,,
2013Q04,"Q4 2013",724,"Spain",356.08612,,,-2.5938,,,-1.8683,,,12,,
2013Q04,"Q4 2013",144,"Sri Lanka",181.00167,,,4.4859,,,2.8665,,,27,,
2013Q04,"Q4 2013",729,"Sudan",35.41984,,,25.5487,,,6.6647,,,115,,
2013Q04,"Q4 2013",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2013Q04,"Q4 2013",740,"Suriname",40.27602,,,8.6336,,,0,,,102,,
2013Q04,"Q4 2013",752,"Sweden",122.78344,,,-1.9865,,,1.4374,,,38,,
2013Q04,"Q4 2013",760,"Syrian Arab Republic",41.04342,,,-11.8668,,,-11.398,,,100,,
2013Q04,"Q4 2013",764,"Thailand",209.60805,,,3.5748,,,1.2723,,,23,,
2013Q04,"Q4 2013",626,"Timor-Leste",18.61837,,,10.8244,,,9.6375,,,148,,
2013Q04,"Q4 2013",768,"Togo",59.67005,,,14.192,,,-3.7158,,,76,,
2013Q04,"Q4 2013",776,"Tonga",26.93566,,,18.7429,,,0,,,127,,
2013Q04,"Q4 2013",780,"Trinidad and Tobago",79.23868,,,4.0617,,,1.5298,,,61,,
2013Q04,"Q4 2013",788,"Tunisia",47.11304,,,1.8117,,,5.2044,,,90,,
2013Q04,"Q4 2013",792,"Turkiye",216.00905,,,-1.6328,,,-0.7328,,,21,,
2013Q04,"Q4 2013",798,"Tuvalu",9.84474,,,-8.4115,,,-8.4115,,,166,,
2013Q04,"Q4 2013",804,"Ukraine",72.18694,,,-0.7126,,,3.6676,,,62,,
2013Q04,"Q4 2013",784,"United Arab Emirates",288.1189,,,-3.8491,,,-1.4656,,,15,,
2013Q04,"Q4 2013",826,"United Kingdom",373.41157,,,-2.0624,,,-1.638,,,11,,
2013Q04,"Q4 2013",834,"United Republic of Tanzania",61.93809,,,15.2313,,,7.357,,,71,,
2013Q04,"Q4 2013",840,"United States",501.40438,,,3.9637,,,0.5897,,,5,,
2013Q04,"Q4 2013",850,"United States Virgin Islands",23.13619,,,0,,,0,,,137,,
2013Q04,"Q4 2013",858,"Uruguay",84.52554,,,-8.0375,,,-4.9612,,,59,,
2013Q04,"Q4 2013",548,"Vanuatu",28.76095,,,6.189,,,-0.0741,,,125,,
2013Q04,"Q4 2013",862,"Venezuela (Bolivarian Rep. of)",96.9014,,,0.2996,,,-0.1758,,,49,,
2013Q04,"Q4 2013",704,"Viet Nam",213.87659,,,-1.5955,,,1.7557,,,22,,
2013Q04,"Q4 2013",876,"Wallis and Futuna Islands",9.84474,,,-8.4115,,,-8.4115,,,166,,
2013Q04,"Q4 2013",887,"Yemen",45.882,,,20.7463,,,4.4372,,,91,,
2014Q01,"Q1 2014",008,"Albania",17.41398,,,11.8168,,,24.1401,,,153,,
2014Q01,"Q1 2014",012,"Algeria",59.01469,,,10.0769,,,7.6616,,,76,,
2014Q01,"Q1 2014",016,"American Samoa",21.84834,,,12.4775,,,-7.9344,,,139,,
2014Q01,"Q1 2014",024,"Angola",84.85564,,,5.9273,,,6.5879,,,59,,
2014Q01,"Q1 2014",660,"Anguilla",10.3151,,,0,,,0,,,164,,
2014Q01,"Q1 2014",028,"Antigua and Barbuda",26.02929,,,8.6874,,,0.82,,,134,,
2014Q01,"Q1 2014",032,"Argentina",113.13186,,,0.4328,,,2.2251,,,42,,
2014Q01,"Q1 2014",533,"Aruba",28.60244,,,-10.6265,,,-7.3301,,,127,,
2014Q01,"Q1 2014",036,"Australia",156.47803,,,2.6209,,,0.991,,,32,,
2014Q01,"Q1 2014",044,"Bahamas",64.97806,,,-5.0603,,,-0.4881,,,68,,
2014Q01,"Q1 2014",048,"Bahrain",54.51399,,,-0.1865,,,-2.2202,,,80,,
2014Q01,"Q1 2014",050,"Bangladesh",43.76247,,,18.6205,,,-3.4627,,,93,,
2014Q01,"Q1 2014",052,"Barbados",34.26858,,,5.0272,,,0.6334,,,112,,
2014Q01,"Q1 2014",056,"Belgium",371.16722,,,-3.3581,,,-2.1894,,,11,,
2014Q01,"Q1 2014",084,"Belize",26.48702,,,4.4028,,,2.5895,,,133,,
2014Q01,"Q1 2014",204,"Benin",65.70951,,,21.6287,,,3.3151,,,67,,
2014Q01,"Q1 2014",060,"Bermuda",7.77447,,,-0.1897,,,-0.1897,,,172,,
2014Q01,"Q1 2014",535,"Bonaire, Sint Eustatius and Saba",14.34621,,,0,,,0,,,158,,
2014Q01,"Q1 2014",076,"Brazil",135.49841,,,-0.8373,,,-4.3975,,,36,,
2014Q01,"Q1 2014",092,"British Virgin Islands",11.72357,,,0,,,0,,,161,,
2014Q01,"Q1 2014",096,"Brunei Darussalam",23.97038,,,0.2056,,,0,,,136,,
2014Q01,"Q1 2014",100,"Bulgaria",20.59626,,,-11.2081,,,-0.7246,,,143,,
2014Q01,"Q1 2014",132,"Cabo Verde",17.62395,,,-8.7055,,,46.7896,,,152,,
2014Q01,"Q1 2014",116,"Cambodia",20.57499,,,4.422,,,-9.5674,,,144,,
2014Q01,"Q1 2014",120,"Cameroon",64.20897,,,-11.0658,,,-3.3154,,,70,,
2014Q01,"Q1 2014",124,"Canada",162.44986,,,12.834,,,3.2326,,,28,,
2014Q01,"Q1 2014",136,"Cayman Islands",9.43552,,,0,,,0,,,169,,
2014Q01,"Q1 2014",152,"Chile",94.00867,,,-1.3049,,,-2.1214,,,51,,
2014Q01,"Q1 2014",156,"China",865.03475,,,-2.47,,,-2.9971,,,1,,
2014Q01,"Q1 2014",344,"China, Hong Kong SAR",505.23358,,,-3.4197,,,-2.8787,,,4,,
2014Q01,"Q1 2014",158,"China, Taiwan Province of",314.342,,,-1.5341,,,-3.613,,,13,,
2014Q01,"Q1 2014",170,"Colombia",157.77968,,,-2.7174,,,-3.2283,,,31,,
2014Q01,"Q1 2014",174,"Comoros",18.45578,,,-7.7963,,,0,,,150,,
2014Q01,"Q1 2014",178,"Congo",71.99751,,,13.0858,,,4.4724,,,63,,
2014Q01,"Q1 2014",184,"Cook Islands",10.6911,,,11.8804,,,0,,,162,,
2014Q01,"Q1 2014",188,"Costa Rica",94.71794,,,0.5645,,,-0.9883,,,50,,
2014Q01,"Q1 2014",384,"Cote d'Ivoire",88.64235,,,3.1963,,,-0.3345,,,54,,
2014Q01,"Q1 2014",191,"Croatia",49.97265,,,10.8979,,,1.052,,,88,,
2014Q01,"Q1 2014",192,"Cuba",33.65481,,,5.4759,,,1.4721,,,114,,
2014Q01,"Q1 2014",531,"Curacao",33.17479,,,-9.0848,,,-6.3844,,,117,,
2014Q01,"Q1 2014",196,"Cyprus",50.94642,,,-16.004,,,-4.457,,,85,,
2014Q01,"Q1 2014",180,"Dem. Rep. of the Congo",35.65657,,,1.7587,,,0.0843,,,109,,
2014Q01,"Q1 2014",208,"Denmark",99.60692,,,-1.2949,,,-2.543,,,48,,
2014Q01,"Q1 2014",262,"Djibouti",67.33196,,,24.9154,,,11.8983,,,64,,
2014Q01,"Q1 2014",212,"Dominica",21.50495,,,1.363,,,0,,,142,,
2014Q01,"Q1 2014",214,"Dominican Republic",118.3254,,,1.281,,,-1.1611,,,40,,
2014Q01,"Q1 2014",218,"Ecuador",86.98653,,,-1.113,,,-2.8176,,,57,,
2014Q01,"Q1 2014",818,"Egypt",236.73549,,,9.1354,,,0.886,,,17,,
2014Q01,"Q1 2014",222,"El Salvador",29.56348,,,10.4402,,,30.9166,,,124,,
2014Q01,"Q1 2014",226,"Equatorial Guinea",32.63586,,,-13.9874,,,-0.3366,,,119,,
2014Q01,"Q1 2014",233,"Estonia",38.83006,,,4.4155,,,2.0272,,,102,,
2014Q01,"Q1 2014",234,"Faroe Islands",14.44503,,,0.0077,,,0.1067,,,157,,
2014Q01,"Q1 2014",242,"Fiji",52.99663,,,7.7483,,,-2.9035,,,82,,
2014Q01,"Q1 2014",246,"Finland",94.71886,,,5.7401,,,0.1994,,,49,,
2014Q01,"Q1 2014",250,"France",300.32597,,,5.1038,,,2.0073,,,14,,
2014Q01,"Q1 2014",254,"French Guiana",15.50375,,,-0.0086,,,-0.0086,,,155,,
2014Q01,"Q1 2014",258,"French Polynesia",32.45782,,,-18.1733,,,-8.4159,,,120,,
2014Q01,"Q1 2014",266,"Gabon",43.62776,,,-5.1943,,,2.2032,,,94,,
2014Q01,"Q1 2014",270,"Gambia",29.6783,,,-19.2813,,,0.8266,,,123,,
2014Q01,"Q1 2014",268,"Georgia",21.53034,,,11.4128,,,-0.6844,,,141,,
2014Q01,"Q1 2014",276,"Germany",399.34724,,,0.0123,,,-1.7801,,,8,,
2014Q01,"Q1 2014",288,"Ghana",87.75647,,,7.3143,,,3.0655,,,56,,
2014Q01,"Q1 2014",292,"Gibraltar",11.96683,,,99.9236,,,6.0007,,,160,,
2014Q01,"Q1 2014",300,"Greece",149.28465,,,16.934,,,6.6859,,,33,,
2014Q01,"Q1 2014",304,"Greenland",4.46313,,,-0.0627,,,0,,,174,,
2014Q01,"Q1 2014",308,"Grenada",31.35173,,,1.929,,,-6.6323,,,122,,
2014Q01,"Q1 2014",312,"Guadeloupe",42.54397,,,11.4979,,,-0.042,,,97,,
2014Q01,"Q1 2014",316,"Guam",25.23992,,,-2.0719,,,0.0211,,,135,,
2014Q01,"Q1 2014",320,"Guatemala",83.36395,,,8.5195,,,-3.6907,,,60,,
2014Q01,"Q1 2014",324,"Guinea",36.63881,,,1.7302,,,-3.9554,,,107,,
2014Q01,"Q1 2014",624,"Guinea-Bissau",10.20637,,,-30.8676,,,0,,,165,,
2014Q01,"Q1 2014",328,"Guyana",37.75136,,,-2.7677,,,-9.4504,,,104,,
2014Q01,"Q1 2014",332,"Haiti",43.19617,,,-3.9658,,,1.4551,,,96,,
2014Q01,"Q1 2014",340,"Honduras",67.01927,,,-0.4388,,,-4.3087,,,66,,
2014Q01,"Q1 2014",352,"Iceland",17.71574,,,5.6792,,,0.087,,,151,,
2014Q01,"Q1 2014",356,"India",232.16391,,,-1.5716,,,-0.4033,,,19,,
2014Q01,"Q1 2014",360,"Indonesia",226.09387,,,-0.9648,,,-2.0544,,,20,,
2014Q01,"Q1 2014",364,"Iran (Islamic Republic of)",60.0645,,,-29.1012,,,0.1622,,,74,,
2014Q01,"Q1 2014",368,"Iraq",32.77593,,,18.8526,,,7.5655,,,118,,
2014Q01,"Q1 2014",372,"Ireland",52.04105,,,6.4376,,,2.0454,,,83,,
2014Q01,"Q1 2014",376,"Israel",104.18803,,,-7.0382,,,-0.1371,,,45,,
2014Q01,"Q1 2014",380,"Italy",287.88727,,,4.1105,,,1.4406,,,15,,
2014Q01,"Q1 2014",388,"Jamaica",103.56616,,,-1.6729,,,0.3129,,,46,,
2014Q01,"Q1 2014",392,"Japan",412.09413,,,-5.8888,,,-3.2702,,,7,,
2014Q01,"Q1 2014",400,"Jordan",53.97524,,,-8.7331,,,-4.8511,,,81,,
2014Q01,"Q1 2014",404,"Kenya",56.57811,,,8.178,,,-2.0523,,,79,,
2014Q01,"Q1 2014",296,"Kiribati",13.49307,,,-27.1945,,,-28.6448,,,159,,
2014Q01,"Q1 2014",414,"Kuwait",36.29071,,,-16.7411,,,0.2436,,,108,,
2014Q01,"Q1 2014",428,"Latvia",31.72941,,,10.2598,,,-11.4469,,,121,,
2014Q01,"Q1 2014",422,"Lebanon",85.69409,,,3.2082,,,-1.3286,,,58,,
2014Q01,"Q1 2014",430,"Liberia",26.53074,,,12.172,,,-0.7659,,,132,,
2014Q01,"Q1 2014",434,"Libya",67.26618,,,17.9804,,,-1.2277,,,65,,
2014Q01,"Q1 2014",440,"Lithuania",40.346,,,-5.0744,,,-0.8352,,,99,,
2014Q01,"Q1 2014",450,"Madagascar",44.34859,,,4.77,,,0.0084,,,92,,
2014Q01,"Q1 2014",458,"Malaysia",462.60332,,,-1.9735,,,-1.2678,,,6,,
2014Q01,"Q1 2014",462,"Maldives",19.26626,,,-14.6859,,,7.4653,,,148,,
2014Q01,"Q1 2014",470,"Malta",128.10851,,,11.0136,,,10.5286,,,38,,
2014Q01,"Q1 2014",584,"Marshall Islands",17.32923,,,-22.5194,,,-21.4751,,,154,,
2014Q01,"Q1 2014",474,"Martinique",34.30196,,,17.3558,,,17.9098,,,111,,
2014Q01,"Q1 2014",478,"Mauritania",28.84104,,,11.7168,,,15.4305,,,126,,
2014Q01,"Q1 2014",480,"Mauritius",63.40575,,,-10.4388,,,-9.961,,,71,,
2014Q01,"Q1 2014",175,"Mayotte",23.18519,,,8.5918,,,4.3848,,,137,,
2014Q01,"Q1 2014",484,"Mexico",159.52024,,,-0.9558,,,-4.2779,,,30,,
2014Q01,"Q1 2014",583,"Micronesia (Federated States of)",6.50492,,,0,,,0,,,173,,
2014Q01,"Q1 2014",499,"Montenegro",10.46933,,,19.595,,,0,,,163,,
2014Q01,"Q1 2014",500,"Montserrat",9.51374,,,,,"No value reported or collected",0,,,168,,
2014Q01,"Q1 2014",504,"Morocco",185.29959,,,2.9197,,,-1.1528,,,26,,
2014Q01,"Q1 2014",508,"Mozambique",64.96012,,,26.541,,,0.9207,,,69,,
2014Q01,"Q1 2014",104,"Myanmar",39.54958,,,-10.084,,,5.2375,,,101,,
2014Q01,"Q1 2014",516,"Namibia",50.09123,,,-8.3876,,,4.2647,,,86,,
2014Q01,"Q1 2014",520,"Nauru",3.88248,,,,,"No value reported or collected",0,,,176,,
2014Q01,"Q1 2014",528,"Netherlands (Kingdom of the)",389.10989,,,-1.3973,,,-1.6186,,,9,,
2014Q01,"Q1 2014",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2014Q01,"Q1 2014",540,"New Caledonia",49.70983,,,2.534,,,-3.1342,,,89,,
2014Q01,"Q1 2014",554,"New Zealand",92.59917,,,4.1463,,,-1.2478,,,53,,
2014Q01,"Q1 2014",558,"Nicaragua",21.73781,,,-16.1337,,,-0.0144,,,140,,
2014Q01,"Q1 2014",566,"Nigeria",100.95539,,,9.1373,,,4.0597,,,47,,
2014Q01,"Q1 2014",574,"Norfolk Island",7.8957,,,0,,,0,,,171,,
2014Q01,"Q1 2014",580,"Northern Mariana Islands",14.81529,,,3.3855,,,0.0164,,,156,,
2014Q01,"Q1 2014",578,"Norway",59.56634,,,-5.666,,,2.0155,,,75,,
2014Q01,"Q1 2014",512,"Oman",134.79517,,,-0.3636,,,-1.5154,,,37,,
2014Q01,"Q1 2014",586,"Pakistan",115.0173,,,2.9533,,,-0.9943,,,41,,
2014Q01,"Q1 2014",585,"Palau",9.07887,,,5.6454,,,0.0268,,,170,,
2014Q01,"Q1 2014",591,"Panama",188.27163,,,-4.3446,,,-6.2598,,,25,,
2014Q01,"Q1 2014",598,"Papua New Guinea",43.46539,,,1.8808,,,-1.125,,,95,,
2014Q01,"Q1 2014",600,"Paraguay",4.45241,,,0,,,0,,,175,,
2014Q01,"Q1 2014",604,"Peru",106.87954,,,-0.0012,,,-3.8475,,,43,,
2014Q01,"Q1 2014",608,"Philippines",146.7968,,,1.0924,,,-2.1605,,,34,,
2014Q01,"Q1 2014",616,"Poland",106.31062,,,15.9535,,,-1.2906,,,44,,
2014Q01,"Q1 2014",620,"Portugal",159.65866,,,-3.146,,,1.337,,,29,,
2014Q01,"Q1 2014",630,"Puerto Rico",50.06226,,,-2.5495,,,2.775,,,87,,
2014Q01,"Q1 2014",634,"Qatar",33.47867,,,4.1436,,,0,,,116,,
2014Q01,"Q1 2014",410,"Republic of Korea",507.38602,,,-3.4456,,,-2.5166,,,3,,
2014Q01,"Q1 2014",498,"Republic of Moldova",3.4975,,,14.2209,,,0,,,177,,
2014Q01,"Q1 2014",638,"Reunion",46.34608,,,7.2295,,,6.7834,,,91,,
2014Q01,"Q1 2014",642,"Romania",62.12015,,,-2.2211,,,0.7819,,,72,,
